env_step,reward_mean,reward_std,mean_loss,mean_entropy,mean_policy_loss,mean_value_loss
2500,40.2,39.620197,165.581230509871,1.4145831267038982,-0.00037617191237708053,165.58726501464844
5000,54.6,46.62124,224.59278413529196,1.4101950724919636,-9.53239706961521e-06,224.5984344482422
7500,59.7,53.16164,302.9453238627563,1.408772309621175,-0.00012136996792004122,302.9510803222656
10000,58.0,68.54852,268.5078164204024,1.4122344652811687,-0.00022686155987135712,268.51369222005206
12500,54.7,56.241978,278.36276570319507,1.425916075706482,0.00010185472046349749,278.3683675130208
15000,72.0,42.50765,336.3098495652278,1.4462879101435344,-3.9110919153984014e-05,336.315673828125
17500,47.6,38.321533,190.96219208370894,1.4915304978688557,-0.000367998467757739,190.9685262044271
20000,42.6,19.817669,122.24135715079804,1.533127228418986,-5.113185178492093e-05,122.24754079182942
22500,35.1,19.59949,89.86459465759496,1.5255188544591267,-0.0002189975690770988,89.87091573079427
25000,44.8,20.023985,125.45476507317896,1.4898962179819744,-0.0003120237190821958,125.4610366821289
27500,24.9,13.566134,38.70817132076869,1.4522892236709595,-0.0008314830341997018,38.71481196085612
30000,23.8,17.99611,39.33885495380188,1.4114302396774292,8.56462945580579e-05,39.344415028889976
32500,25.1,14.701701,42.10719922526429,1.430687665939331,-0.0004457402228377205,42.11336771647135
35000,32.4,19.913313,68.4131315802224,1.4815924167633057,-0.00024085761316428034,68.41929880777995
37500,23.4,23.38675,56.50431572583815,1.4671236276626587,0.0005838993215932694,56.50960032145182
40000,30.3,24.088587,74.03196293519188,1.4825776020685832,-0.00040885760365050317,74.03830210367839
42500,44.1,15.473848,93.6263205918173,1.5167429844538372,4.554350348525323e-05,93.63234202067058
45000,68.7,33.87861,226.2739436075402,1.5107448101043701,0.00020143082293211378,226.27978515625
47500,1.8,3.5999997,28.80946044344455,1.4943182865778606,-5.745639679114826e-05,28.815495173136394
50000,0.0,0.0,32.530522538659476,1.472623586654663,-3.8942210454232885e-05,32.536451975504555
52500,0.0,0.0,29.762829483486712,1.4594413836797078,-9.978981126342508e-05,29.76876703898112
55000,0.0,0.0,23.8105913749896,1.4504113992055256,-0.00010923258508910294,23.81650225321452
57500,0.0,0.0,17.220928919812042,1.43888525168101,-4.1753133051732526e-05,17.226726214090984
60000,0.0,0.0,11.497833710939934,1.4327079057693481,-2.9537837216745782e-05,11.503594080607096
62500,0.0,0.0,7.1779924415362375,1.4286333322525024,-0.0001647710765695365,7.183871746063232
65000,0.0,0.0,4.224568151558439,1.4280332724253337,0.00011369069034590969,4.230166594187419
67500,0.0,0.0,2.3637922828396163,1.4265762170155842,-0.0002564019630047672,2.369754989941915
70000,5.7,10.428805,8.88901951815933,1.4233973423639934,-0.0003661870895263301,8.895079294840494
72500,3.3,4.1182523,1.6392897553741932,1.4412950277328491,-9.179169173201274e-05,1.6451467275619507
75000,25.8,16.536627,57.58797789706538,1.4339600801467896,0.0002968877578624074,57.59341684977213
77500,102.1,33.48343,442.45400148180005,1.4285103877385457,-1.2731631914656798e-06,442.459716796875
80000,75.8,38.61554,307.8627134819205,1.425906777381897,-1.1438798742139747e-05,307.86842854817706
82500,53.1,18.053808,165.76172585925087,1.4241448243459065,-3.0983169452269976e-06,165.76742553710938
85000,37.6,22.430782,69.19258121075109,1.4235277970631917,1.2789758421967909e-05,69.19826253255208
87500,82.6,40.823277,372.91377315701294,1.4223466316858928,-0.00016432792653020556,372.9196268717448
90000,132.9,128.07162,1357.2861777250655,1.4205989042917888,0.00011207411944269552,1357.291748046875
92500,213.2,160.90202,2671.406179094687,1.42224125067393,-0.00015993469464585056,2671.4120279947915
95000,30.8,11.574109,46.19729328729833,1.42361052831014,1.4046216485041896e-05,46.20297368367513
97500,216.5,177.41844,2739.778420728942,1.4183701276779175,0.0005655638603177712,2739.7835286458335
100000,99.6,158.9973,1202.9353908388875,1.4083850781122844,2.5030671743013027e-05,1202.9409993489583
102500,102.0,156.02019,1238.2257785475813,1.39439860979716,0.00035842079462796345,1238.2309977213542
105000,28.8,9.992997,43.75494815704102,1.3857725858688354,-0.0005039817264148408,43.76099522908529
107500,36.7,8.570881,66.39923316643883,1.3826100826263428,0.00013866817410246313,66.40462493896484
110000,27.8,6.2417946,44.564227495808154,1.3710898558298747,-5.387124942304866e-05,44.56976572672526
112500,34.3,23.959549,75.885936764845,1.3794928391774495,-0.00031467257117231046,75.89176940917969
115000,79.7,109.3017,752.5959500782192,1.41329558690389,0.000406971791898858,752.6011962890625
117500,120.5,155.53264,1331.4913207103189,1.4325912793477376,-0.00014130722892004752,1331.4971923828125
120000,115.7,149.08272,1113.3114110611689,1.4465124607086182,9.91294377440018e-05,1113.3170979817708
122500,45.0,18.011108,95.85159097611904,1.4540791908899944,-0.00016971303968797238,95.85757700602214
125000,66.3,31.660069,184.6667937222713,1.407764991124471,0.0009922875141109937,184.6714324951172
127500,191.7,166.13928,2028.518319798323,1.3651547034581502,-0.00047088487455611744,2028.5242513020833
130000,126.8,94.59735,911.9470329956772,1.3417658408482869,-0.0002773496985592298,911.9526774088541
132500,114.5,129.07053,841.1532198760348,1.3182576497395833,0.00037116206257318635,841.1581217447916
135000,57.7,25.29743,162.01728897371018,1.293230652809143,-0.00053309857755283,162.0229949951172
137500,125.4,126.95645,843.0665844143368,1.2632673184076946,-9.916978038374917e-05,843.0717366536459
140000,26.5,23.458473,184.7747602527961,1.2494402329126995,-0.0003272318545259149,184.78008524576822
142500,32.7,17.151093,179.8774045590932,1.2520278294881184,-0.00027267262443589346,179.88268534342447
