env_step,reward_mean,reward_std,mean_loss,mean_entropy,mean_policy_loss,mean_value_loss
2500,10.6,13.933413,25.060826720359426,1.3983718951543171,-0.00047460862031852474,25.06549644470215
5000,28.4,32.353363,87.36292307435845,1.3821078141530354,-0.0001765942380220764,87.36724599202473
7500,69.0,64.195015,335.3796523362398,1.3778987725575764,-0.00020648041137801462,335.3839925130208
10000,46.6,55.63578,239.07063643510142,1.37609068552653,-0.0002525862684320164,239.07501729329428
12500,86.7,21.46066,367.8791865807337,1.3720300992329915,-0.00031345847320422376,367.8836161295573
15000,53.6,19.900753,179.00648298859596,1.3661240339279175,0.00029185075938364946,179.01028951009116
17500,25.7,7.338937,38.425962209391095,1.33890434106191,-0.000785593565180894,38.430764516194664
20000,30.7,12.12683,60.308914579451084,1.2672061920166016,7.12395835045972e-05,60.312644958496094
22500,25.5,6.8410525,35.43348523563085,1.195428450902303,-0.00026190399602832315,35.43733342488607
25000,20.7,8.880316,21.911352160852402,1.150621811548869,-9.00777570903936e-05,21.914894104003906
27500,21.3,3.802631,19.373546469801415,1.1830256779988606,-9.726826599809613e-05,19.377192815144856
30000,20.3,3.8548672,18.331366945368547,1.179651101430257,-0.00047910604911531135,18.335385004679363
32500,19.1,4.5321074,17.053310347100098,1.1649583180745442,0.00024788459700057314,17.056557337443035
35000,21.6,12.163059,30.647765765199438,1.1585254271825154,-0.00027398338386171633,30.65151532491048
37500,16.1,9.205434,16.612158277227234,1.1207783619562786,-0.00031012698258277754,16.61583073933919
40000,15.9,4.1521077,13.94894640124403,1.099048376083374,-0.0005568864006549509,13.952800432840982
42500,23.7,9.394679,28.82895988241459,1.0827252467473347,-0.00022437090106149546,28.83243242899577
45000,19.8,6.9180923,20.593389795472223,1.0942184527715046,-7.399392051551008e-05,20.59674644470215
47500,21.9,2.8178005,22.99322877614759,1.0843119223912556,5.862634931889469e-05,22.996423085530598
50000,21.1,6.2401924,20.542836332228035,1.0756564537684123,-0.0002477589776740767,20.546311060587566
52500,19.1,2.5377154,15.602966286474839,1.0868858098983765,-0.00031151071957620974,15.606538454691568
55000,17.7,4.34281,13.0245759744818,1.085084080696106,1.0321712810975233e-05,13.027820905049643
57500,19.3,1.720465,16.015579536013927,1.076712171236674,-0.00014174350464794352,16.018951416015625
60000,15.5,2.8809721,10.719941815904653,1.0674204031626384,-3.4786304480209175e-05,10.72317886352539
62500,17.3,2.3151674,11.9282692077104,1.067329208056132,-0.00040021879714124964,11.93187141418457
65000,16.6,1.5937378,10.18897306593135,1.0181046724319458,-6.392612166239431e-05,10.192091306050619
67500,14.0,2.1679482,7.731847294761489,1.0076606273651123,-0.00040817080667861677,7.735278447469075
70000,15.7,3.2031233,9.286812137036273,0.9769854148228964,-0.00029628697697366607,9.29003938039144
72500,13.7,2.6570659,6.841900564419727,0.9050461848576864,-0.0006101079772845944,6.845225811004639
75000,14.9,1.8275667,8.355906288061911,0.8633981545766195,-0.0005145318134065491,8.359011014302572
77500,16.2,2.2494445,9.424054828394825,0.832275390625,-0.000987534920126265,9.427539189656576
80000,11.0,8.0062475,7.250925459355737,0.8381782174110413,0.0003141675614131145,7.253125826517741
82500,11.9,5.6160483,6.8845186637481675,0.8951062758763632,0.0006672254718684822,6.886536757151286
85000,13.0,10.348913,12.730320124110827,0.9470000267028809,-0.0005380385872596113,12.733699162801107
87500,19.9,6.981404,19.567154202377424,0.9735311468442281,-3.743262330739109e-05,19.570112228393555
90000,14.1,10.273267,13.651313345879316,0.9587528705596924,-0.00025127519959748196,13.654440879821777
92500,15.4,7.5855126,13.550713087044036,0.9197279016176859,-8.831151792065839e-06,13.553481101989746
95000,18.9,4.4988885,15.547365626708293,0.9318994084993998,-0.00038881798293447883,15.55055014292399
97500,22.6,4.442972,21.110502160852775,0.9813569386800131,-0.0005966862847408549,21.11404291788737
100000,23.1,5.9615436,24.681032239226624,0.9807319243748983,-0.0006887018195354718,24.68466313680013
102500,19.3,2.9933262,16.262607874193538,0.9694724281628927,0.0003814801223264534,16.265134811401367
105000,19.6,6.5375834,17.86322858487256,0.9927520553270975,-0.000252051714815497,17.866458892822266
107500,22.3,4.833218,22.714850001425173,1.048160155614217,-0.0002017510786883984,22.718196233113606
110000,22.4,3.6796737,22.129947447916493,1.0812509059906006,-0.0003918681989114603,22.133583068847656
112500,18.9,3.0397367,16.293541671397787,1.1019649505615234,0.0004907292773016122,16.296356836954754
115000,18.1,9.8051,19.17747142065006,1.127404014269511,4.4611691607484204e-05,19.180809020996094
117500,16.8,7.166589,15.0972552766713,1.1570501724878948,-2.2906590112429608e-05,15.100749333699545
120000,26.5,3.6742346,29.76300946250558,1.1939092874526978,0.0003183277030630964,29.766272862752277
122500,16.3,9.902525,15.751283028706288,1.2086013555526733,-6.108199623996076e-05,15.754969914754232
125000,28.0,9.465728,39.298028674985595,1.2075931628545125,9.836411664728335e-05,39.301553090413414
127500,15.0,8.58487,14.675648358883336,1.1965888341267903,-0.0002929720532304225,14.67953109741211
130000,18.6,2.9223278,15.818376018976172,1.1901240348815918,-9.925292147094922e-05,15.82204564412435
132500,21.1,4.06694,20.064714901382104,1.1786197423934937,-0.00018745144307589592,20.068438212076824
135000,16.2,2.8740215,11.246928322827443,1.1613587935765584,-6.263764853686737e-06,11.250418663024902
137500,16.4,3.4842503,10.811323675404614,1.1671253840128581,-3.465652402952676e-05,10.814859708150228
140000,14.0,8.1670065,10.602654094730193,1.1969968875249226,1.562121655248235e-05,10.606229464213053
